codelist,code,label,parent
admin-geography,E05001675,Longhill,E06000010
admin-geography,E05001676,Marfleet,E06000010
admin-geography,E05001677,Myton,E06000010
admin-geography,E05001678,Newington,E06000010
admin-geography,E05001679,Newland,E06000010
admin-geography,E05001680,Orchard Park and Greenwood,E06000010
admin-geography,E05001681,Pickering,E06000010
admin-geography,E05001682,St Andrew's,E06000010
admin-geography,E05001683,Southcoates East,E06000010
admin-geography,E05001684,Southcoates West,E06000010
admin-geography,E05001685,Sutton,E06000010
admin-geography,E05001686,University,E06000010
admin-geography,E05001687,Beverley Rural,E06000011
admin-geography,E05001688,Bridlington Central and Old Town,E06000011
admin-geography,E05001689,Bridlington North,E06000011
admin-geography,E05001690,Bridlington South,E06000011
admin-geography,E05001691,Cottingham North,E06000011
admin-geography,E05001692,Cottingham South,E06000011
admin-geography,E05001693,Dale,E06000011
admin-geography,E05001694,Driffield and Rural,E06000011
admin-geography,E05001695,East Wolds and Coastal,E06000011
admin-geography,E05001696,Goole North,E06000011
admin-geography,E05001697,Goole South,E06000011
admin-geography,E05001698,Hessle,E06000011
admin-geography,E05001699,Howden,E06000011
admin-geography,E05001700,Howdenshire,E06000011
admin-geography,E05001701,Mid Holderness,E06000011
admin-geography,E05001702,Minster and Woodmansey,E06000011
admin-geography,E05001703,North Holderness,E06000011
admin-geography,E05001704,Pocklington Provincial,E06000011
admin-geography,E05001705,St Mary's,E06000011
admin-geography,E05001706,"Snaith, Airmyn, Rawcliffe and Marshland",E06000011
admin-geography,E05001707,South East Holderness,E06000011
admin-geography,E05001708,South Hunsley,E06000011
admin-geography,E05001709,South West Holderness,E06000011
admin-geography,E05001710,Tranby,E06000011
admin-geography,E05001711,Willerby and Kirk Ella,E06000011
admin-geography,E05001712,Wolds Weighton,E06000011
admin-geography,E05001713,Croft Baker,E06000012
admin-geography,E05001714,East Marsh,E06000012
admin-geography,E05001715,Freshney,E06000012
admin-geography,E05001716,Haverstoe,E06000012
admin-geography,E05001717,Heneage,E06000012
admin-geography,E05001718,Humberston and New Waltham,E06000012
admin-geography,E05001719,Immingham,E06000012
admin-geography,E05001720,Park,E06000012
admin-geography,E05001721,Scartho,E06000012
admin-geography,E05001722,Sidney Sussex,E06000012
admin-geography,E05001723,South,E06000012
admin-geography,E05001724,Waltham,E06000012
admin-geography,E05001725,West Marsh,E06000012
admin-geography,E05001726,Wolds,E06000012
admin-geography,E05001727,Yarborough,E06000012
admin-geography,E05001728,Ashby,E06000013
admin-geography,E05001729,Axholme Central,E06000013
admin-geography,E05001730,Axholme North,E06000013
admin-geography,E05001731,Axholme South,E06000013
admin-geography,E05001732,Barton,E06000013
admin-geography,E05001733,Bottesford,E06000013
admin-geography,E05001734,Brigg and Wolds,E06000013
admin-geography,E05001735,Broughton and Appleby,E06000013
admin-geography,E05001736,Brumby,E06000013
admin-geography,E05001737,Burringham and Gunness,E06000013
admin-geography,E05001738,Burton upon Stather and Winterton,E06000013
admin-geography,E05001739,Crosby and Park,E06000013
admin-geography,E05001740,Ferry,E06000013
admin-geography,E05001741,Frodingham,E06000013
admin-geography,E05001742,Kingsway with Lincoln Gardens,E06000013
admin-geography,E05001743,Ridge,E06000013
admin-geography,E05001744,Town,E06000013
admin-geography,E05010311,Acomb,E06000014
admin-geography,E05010312,Bishopthorpe,E06000014
admin-geography,E05010313,Clifton,E06000014
admin-geography,E05010314,Copmanthorpe,E06000014
admin-geography,E05010315,Dringhouses & Woodthorpe,E06000014
admin-geography,E05010316,Fishergate,E06000014
admin-geography,E05010317,Fulford & Heslington,E06000014
admin-geography,E05010318,Guildhall,E06000014
admin-geography,E05010319,Haxby & Wigginton,E06000014
admin-geography,E05010320,Heworth,E06000014
admin-geography,E05010321,Heworth Without,E06000014
admin-geography,E05010322,Holgate,E06000014
admin-geography,E05010323,Hull Road,E06000014
admin-geography,E05010324,Huntington & New Earswick,E06000014
admin-geography,E05010325,Micklegate,E06000014
admin-geography,E05010326,Osbaldwick & Derwent,E06000014
admin-geography,E05010327,Rawcliffe & Clifton Without,E06000014
admin-geography,E05010328,Rural West York,E06000014
admin-geography,E05010329,Strensall,E06000014
admin-geography,E05010330,Westfield,E06000014
admin-geography,E05010331,Wheldrake,E06000014
admin-geography,E05001767,Abbey,E06000015
admin-geography,E05001768,Allestree,E06000015
admin-geography,E05001769,Alvaston,E06000015
admin-geography,E05001770,Arboretum,E06000015
admin-geography,E05001771,Blagreaves,E06000015
admin-geography,E05001772,Boulton,E06000015
admin-geography,E05001773,Chaddesden,E06000015
admin-geography,E05001774,Chellaston,E06000015
admin-geography,E05001775,Darley,E06000015
admin-geography,E05001776,Derwent,E06000015
admin-geography,E05001777,Littleover,E06000015
admin-geography,E05001778,Mackworth,E06000015
admin-geography,E05001779,Mickleover,E06000015
admin-geography,E05001780,Normanton,E06000015
admin-geography,E05001781,Oakwood,E06000015
admin-geography,E05001782,Sinfin,E06000015
admin-geography,E05001783,Spondon,E06000015
admin-geography,E05010458,Abbey,E06000016
admin-geography,E05010459,Aylestone,E06000016
admin-geography,E05010460,Beaumont Leys,E06000016
admin-geography,E05010461,Belgrave,E06000016
admin-geography,E05010462,Braunstone Park & Rowley Fields,E06000016
admin-geography,E05010463,Castle,E06000016
admin-geography,E05010464,Evington,E06000016
admin-geography,E05010465,Eyres Monsell,E06000016
admin-geography,E05010466,Fosse,E06000016
admin-geography,E05010467,Humberstone & Hamilton,E06000016
admin-geography,E05010468,Knighton,E06000016
admin-geography,E05010469,North Evington,E06000016
admin-geography,E05010470,Rushey Mead,E06000016
admin-geography,E05010471,Saffron,E06000016
admin-geography,E05010472,Spinney Hills,E06000016
admin-geography,E05010473,Stoneygate,E06000016
admin-geography,E05010474,Thurncourt,E06000016
admin-geography,E05010475,Troon,E06000016
admin-geography,E05010476,Westcotes,E06000016
admin-geography,E05010477,Western,E06000016
admin-geography,E05010478,Wycliffe,E06000016
admin-geography,E05001806,Braunston and Belton,E06000017
admin-geography,E05001807,Cottesmore,E06000017
admin-geography,E05001808,Exton,E06000017
admin-geography,E05001809,Greetham,E06000017
admin-geography,E05001810,Ketton,E06000017
admin-geography,E05001811,Langham,E06000017
admin-geography,E05001812,Lyddington,E06000017
admin-geography,E05001813,Martinsthorpe,E06000017
admin-geography,E05001814,Normanton,E06000017
admin-geography,E05001815,Oakham North East,E06000017
admin-geography,E05001816,Oakham North West,E06000017
admin-geography,E05001817,Oakham South East,E06000017
admin-geography,E05001818,Oakham South West,E06000017
admin-geography,E05001819,Ryhall and Casterton,E06000017
admin-geography,E05001820,Uppingham,E06000017
admin-geography,E05001821,Whissendine,E06000017
admin-geography,E05001822,Arboretum,E06000018
admin-geography,E05001823,Aspley,E06000018
admin-geography,E05001824,Basford,E06000018
admin-geography,E05001825,Berridge,E06000018
admin-geography,E05001826,Bestwood,E06000018
admin-geography,E05001827,Bilborough,E06000018
admin-geography,E05001828,Bridge,E06000018
admin-geography,E05001829,Bulwell,E06000018
admin-geography,E05001830,Bulwell Forest,E06000018
admin-geography,E05001831,Clifton North,E06000018
admin-geography,E05001832,Clifton South,E06000018
admin-geography,E05001833,Dales,E06000018
admin-geography,E05001834,Dunkirk and Lenton,E06000018
admin-geography,E05001835,Leen Valley,E06000018
admin-geography,E05001836,Mapperley,E06000018
admin-geography,E05001837,Radford and Park,E06000018
admin-geography,E05001838,St Ann's,E06000018
admin-geography,E05001839,Sherwood,E06000018
admin-geography,E05001840,Wollaton East and Lenton Abbey,E06000018
admin-geography,E05001841,Wollaton West,E06000018
admin-geography,E05009438,Arrow,E06000019
admin-geography,E05009439,Aylestone Hill,E06000019
admin-geography,E05009440,Backbury,E06000019
admin-geography,E05009441,Belmont Rural,E06000019
admin-geography,E05009442,Birch,E06000019
admin-geography,E05009443,Bircher,E06000019
admin-geography,E05009444,Bishops Frome & Cradley,E06000019
admin-geography,E05009445,Bobblestock,E06000019
admin-geography,E05009446,Bromyard Bringsty,E06000019
admin-geography,E05009447,Bromyard West,E06000019
admin-geography,E05009448,Castle,E06000019
admin-geography,E05009449,Central,E06000019
admin-geography,E05009450,College,E06000019
admin-geography,E05009451,Credenhill,E06000019
admin-geography,E05009452,Dinedor Hill,E06000019
admin-geography,E05009453,Eign Hill,E06000019
admin-geography,E05009454,Golden Valley North,E06000019
admin-geography,E05009455,Golden Valley South,E06000019
admin-geography,E05009456,Greyfriars,E06000019
admin-geography,E05009457,Hagley,E06000019
admin-geography,E05009458,Hampton,E06000019
admin-geography,E05009459,Hinton & Hunderton,E06000019
admin-geography,E05009460,Holmer,E06000019
admin-geography,E05009461,Hope End,E06000019
admin-geography,E05009462,Kerne Bridge,E06000019
admin-geography,E05009463,Kings Acre,E06000019
admin-geography,E05009464,Kington,E06000019
admin-geography,E05009465,Ledbury North,E06000019
admin-geography,E05009466,Ledbury South,E06000019
admin-geography,E05009467,Ledbury West,E06000019
admin-geography,E05009468,Leominster East,E06000019
admin-geography,E05009469,Leominster North & Rural,E06000019
admin-geography,E05009470,Leominster South,E06000019
admin-geography,E05009471,Leominster West,E06000019
admin-geography,E05009472,Llangarron,E06000019
admin-geography,E05009473,Mortimer,E06000019
admin-geography,E05009474,Newton Farm,E06000019
admin-geography,E05009475,Old Gore,E06000019
admin-geography,E05009476,Penyard,E06000019
admin-geography,E05009477,Queenswood,E06000019
admin-geography,E05009478,Red Hill,E06000019
admin-geography,E05009479,Ross East,E06000019
admin-geography,E05009480,Ross North,E06000019
admin-geography,E05009481,Ross West,E06000019
admin-geography,E05009482,Saxon Gate,E06000019
admin-geography,E05009483,Stoney Street,E06000019
admin-geography,E05009484,Sutton Walls,E06000019
admin-geography,E05009485,Three Crosses,E06000019
admin-geography,E05009486,Tupsley,E06000019
admin-geography,E05009487,Weobley,E06000019
admin-geography,E05009488,Whitecross,E06000019
admin-geography,E05009489,Widemarsh,E06000019
admin-geography,E05009490,Wormside,E06000019
admin-geography,E05009966,Admaston & Bratton,E06000020
admin-geography,E05009967,Apley Castle,E06000020
admin-geography,E05009968,Arleston,E06000020
admin-geography,E05009969,Brookside,E06000020
admin-geography,E05009970,Church Aston & Lilleshall,E06000020
admin-geography,E05009971,College,E06000020
admin-geography,E05009972,Dawley & Aqueduct,E06000020
admin-geography,E05009973,Donnington,E06000020
admin-geography,E05009974,Dothill,E06000020
admin-geography,E05009975,Edgmond & Ercall Magna,E06000020
admin-geography,E05009976,Ercall,E06000020
admin-geography,E05009977,Hadley & Leegomery,E06000020
admin-geography,E05009978,Haygate,E06000020
admin-geography,E05009979,Horsehay & Lightmoor,E06000020
admin-geography,E05009980,Ironbridge Gorge,E06000020
admin-geography,E05009981,Ketley & Overdale,E06000020
admin-geography,E05009982,Madeley & Sutton Hill,E06000020
admin-geography,E05009983,Malinslee & Dawley Bank,E06000020
admin-geography,E05009984,Muxton,E06000020
admin-geography,E05009985,Newport North & West,E06000020
admin-geography,E05009986,Newport South & East,E06000020
admin-geography,E05009987,Oakengates & Ketley Bank,E06000020
admin-geography,E05009988,Park,E06000020
admin-geography,E05009989,Priorslee,E06000020
admin-geography,E05009990,St Georges,E06000020
admin-geography,E05009991,Shawbirch,E06000020
admin-geography,E05009992,The Nedge,E06000020
admin-geography,E05009993,Woodside,E06000020
admin-geography,E05009994,Wrockwardine,E06000020
admin-geography,E05009995,Wrockwardine Wood & Trench,E06000020
admin-geography,E05008714,Abbey Hulton and Townsend,E06000021
admin-geography,E05008715,"Baddeley, Milton and Norton",E06000021
admin-geography,E05008716,Bentilee and Ubberley,E06000021
admin-geography,E05008717,Birches Head and Central Forest Park,E06000021
admin-geography,E05008718,Blurton East,E06000021
admin-geography,E05008719,Blurton West and Newstead,E06000021
admin-geography,E05008720,Boothen and Oak Hill,E06000021
admin-geography,E05008721,Bradeley and Chell Heath,E06000021
admin-geography,E05008722,Broadway and Longton East,E06000021
admin-geography,E05008723,Burslem Central,E06000021
admin-geography,E05008724,Burslem Park,E06000021
admin-geography,E05008725,Dresden and Florence,E06000021
admin-geography,E05008726,Eaton Park,E06000021
admin-geography,E05008727,Etruria and Hanley,E06000021
admin-geography,E05008728,Fenton East,E06000021
admin-geography,E05008729,Fenton West and Mount Pleasant,E06000021
admin-geography,E05008730,Ford Green and Smallthorne,E06000021
admin-geography,E05008731,Goldenhill and Sandyford,E06000021
admin-geography,E05008732,Great Chell and Packmoor,E06000021
admin-geography,E05008733,Hanford and Trentham,E06000021
admin-geography,E05008734,Hanley Park and Shelton,E06000021
admin-geography,E05008735,Hartshill and Basford,E06000021
admin-geography,E05008736,Hollybush and Longton West,E06000021
admin-geography,E05008737,Joiner's Square,E06000021
admin-geography,E05008738,Lightwood North and Normacot,E06000021
admin-geography,E05008739,Little Chell and Stanfield,E06000021
admin-geography,E05008740,Meir Hay,E06000021
admin-geography,E05008741,Meir North,E06000021
admin-geography,E05008742,Meir Park,E06000021
admin-geography,E05008743,Meir South,E06000021
admin-geography,E05008744,Moorcroft,E06000021
admin-geography,E05008745,Penkhull and Stoke,E06000021
admin-geography,E05008746,Sandford Hill,E06000021
admin-geography,E05008747,Sneyd Green,E06000021
admin-geography,E05008748,Springfields and Trent Vale,E06000021
admin-geography,E05008749,Tunstall,E06000021
admin-geography,E05008750,Weston Coyney,E06000021
admin-geography,E05001935,Abbey,E06000022
admin-geography,E05001936,Bathavon North,E06000022
admin-geography,E05001937,Bathavon South,E06000022
admin-geography,E05001938,Bathavon West,E06000022
admin-geography,E05001939,Bathwick,E06000022
admin-geography,E05001940,Chew Valley North,E06000022
admin-geography,E05001941,Chew Valley South,E06000022
admin-geography,E05001942,Clutton,E06000022
admin-geography,E05001943,Combe Down,E06000022
admin-geography,E05001944,Farmborough,E06000022
admin-geography,E05001945,High Littleton,E06000022
admin-geography,E05001946,Keynsham East,E06000022
admin-geography,E05001947,Keynsham North,E06000022
admin-geography,E05001948,Keynsham South,E06000022
admin-geography,E05001949,Kingsmead,E06000022
admin-geography,E05001950,Lambridge,E06000022
admin-geography,E05001951,Lansdown,E06000022
admin-geography,E05001952,Lyncombe,E06000022
admin-geography,E05001953,Mendip,E06000022
admin-geography,E05001954,Midsomer Norton North,E06000022
admin-geography,E05001955,Midsomer Norton Redfield,E06000022
admin-geography,E05001956,Newbridge,E06000022
admin-geography,E05001957,Odd Down,E06000022
admin-geography,E05001958,Oldfield,E06000022
admin-geography,E05001959,Paulton,E06000022
admin-geography,E05001960,Peasedown,E06000022
admin-geography,E05001961,Publow and Whitchurch,E06000022
admin-geography,E05001962,Radstock,E06000022
admin-geography,E05001963,Saltford,E06000022
admin-geography,E05001964,Southdown,E06000022
admin-geography,E05001965,Timsbury,E06000022
admin-geography,E05001966,Twerton,E06000022
admin-geography,E05001967,Walcot,E06000022
admin-geography,E05001968,Westfield,E06000022
admin-geography,E05001969,Westmoreland,E06000022
admin-geography,E05001970,Weston,E06000022
admin-geography,E05001971,Widcombe,E06000022
admin-geography,E05010885,Ashley,E06000023
admin-geography,E05010886,Avonmouth and Lawrence Weston,E06000023
admin-geography,E05010887,Bedminster,E06000023
admin-geography,E05010888,Bishopston and Ashley Down,E06000023
admin-geography,E05010889,Bishopsworth,E06000023
admin-geography,E05010890,Brislington East,E06000023
admin-geography,E05010891,Brislington West,E06000023
admin-geography,E05010892,Central,E06000023
admin-geography,E05010893,Clifton,E06000023
admin-geography,E05010894,Clifton Down,E06000023
admin-geography,E05010895,Cotham,E06000023
admin-geography,E05010896,Easton,E06000023
admin-geography,E05010897,Eastville,E06000023
admin-geography,E05010898,Filwood,E06000023
admin-geography,E05010899,Frome Vale,E06000023
admin-geography,E05010900,Hartcliffe and Withywood,E06000023
admin-geography,E05010901,Henbury and Brentry,E06000023
admin-geography,E05010902,Hengrove and Whitchurch Park,E06000023
admin-geography,E05010903,Hillfields,E06000023
admin-geography,E05010904,Horfield,E06000023
admin-geography,E05010905,Hotwells and Harbourside,E06000023
admin-geography,E05010906,Knowle,E06000023
admin-geography,E05010907,Lawrence Hill,E06000023
admin-geography,E05010908,Lockleaze,E06000023
admin-geography,E05010909,Redland,E06000023
admin-geography,E05010910,St George Central,E06000023
admin-geography,E05010911,St George Troopers Hill,E06000023
admin-geography,E05010912,St George West,E06000023
admin-geography,E05010913,Southmead,E06000023
admin-geography,E05010914,Southville,E06000023
admin-geography,E05010915,Stockwood,E06000023
admin-geography,E05010916,Stoke Bishop,E06000023
admin-geography,E05010917,Westbury-on-Trym and Henleaze,E06000023
admin-geography,E05010918,Windmill Hill,E06000023
admin-geography,E05010276,Backwell,E06000024
admin-geography,E05010277,Banwell & Winscombe,E06000024
admin-geography,E05010278,Blagdon & Churchill,E06000024
admin-geography,E05010279,Clevedon East,E06000024
admin-geography,E05010280,Clevedon South,E06000024
admin-geography,E05010281,Clevedon Walton,E06000024
admin-geography,E05010282,Clevedon West,E06000024
admin-geography,E05010283,Clevedon Yeo,E06000024
admin-geography,E05010284,Congresbury & Puxton,E06000024
admin-geography,E05010285,Gordano Valley,E06000024
admin-geography,E05010286,Hutton & Locking,E06000024
admin-geography,E05010287,Long Ashton,E06000024
admin-geography,E05010288,Nailsea Golden Valley,E06000024
admin-geography,E05010289,Nailsea West End,E06000024
admin-geography,E05010290,Nailsea Yeo,E06000024
admin-geography,E05010291,Nailsea Youngwood,E06000024
admin-geography,E05010292,Pill,E06000024
admin-geography,E05010293,Portishead East,E06000024
admin-geography,E05010294,Portishead North,E06000024
admin-geography,E05010295,Portishead South,E06000024
admin-geography,E05010296,Portishead West,E06000024
admin-geography,E05010297,Weston-super-Mare South,E06000024
admin-geography,E05010298,Weston-super-Mare Central,E06000024
admin-geography,E05010299,Weston-super-Mare Hillside,E06000024
admin-geography,E05010300,Weston-super-Mare Kewstoke,E06000024
admin-geography,E05010301,Weston-super-Mare Mid Worle,E06000024
admin-geography,E05010302,Weston-super-Mare Milton,E06000024
admin-geography,E05010303,Weston-super-Mare North Worle,E06000024
admin-geography,E05010304,Weston-super-Mare South Worle,E06000024
admin-geography,E05010305,Weston-super-Mare Uphill,E06000024
admin-geography,E05010306,Weston-super-Mare Winterstoke,E06000024
admin-geography,E05010307,Wick St Lawrence & St Georges,E06000024
admin-geography,E05010308,Winford,E06000024
admin-geography,E05010309,Wrington,E06000024
admin-geography,E05010310,Yatton,E06000024
admin-geography,E05002043,Almondsbury,E06000025
admin-geography,E05002044,Bitton,E06000025
admin-geography,E05002045,Boyd Valley,E06000025
admin-geography,E05002046,Bradley Stoke Central and Stoke Lodge,E06000025
admin-geography,E05002047,Bradley Stoke North,E06000025
admin-geography,E05002048,Bradley Stoke South,E06000025
admin-geography,E05002049,Charfield,E06000025
admin-geography,E05002050,Chipping Sodbury,E06000025
admin-geography,E05002051,Cotswold Edge,E06000025
admin-geography,E05002052,Dodington,E06000025
admin-geography,E05002053,Downend,E06000025
admin-geography,E05002054,Emersons Green,E06000025
