codelist,code,label,parent
sic,10-39,10.39 : Other processing and preserving of fruit and vegetables,10-3
sic,10-4,10.4 : Manufacture of vegetable and animal oils and fats,10
sic,10-41,10.41 : Manufacture of oils and fats,10-4
sic,10-42,10.42 : Manufacture of margarine and similar edible fats,10-4
sic,10-5,10.5 : Manufacture of dairy products,10
sic,10-51,10.51 : Operation of dairies and cheese making,10-5
sic,10-511,10.51/1 : Liquid milk and cream production,10-51
sic,10-512,10.51/2 : Butter and cheese production,10-51
sic,10-519,"10.51/9 : Manufacture of milk products (other than liquid milk and cream, butter, cheese) n.e.c.",10-51
sic,10-52,10.52 : Manufacture of ice cream,10-5
sic,10-6,"10.6 : Manufacture of grain mill products, starches and starch products",10
sic,10-61,10.61 : Manufacture of grain mill products,10-6
sic,10-611,10.61/1 : Grain milling,10-61
sic,10-612,10.61/2 : Manufacture of breakfast cereals and cereals-based foods,10-61
sic,10-62,10.62 : Manufacture of starches and starch products,10-6
sic,10-7,10.7 : Manufacture of bakery and farinaceous products,10
sic,10-71,10.71 : Manufacture of bread,10-7
sic,10-72,10.72 : Manufacture of rusks and biscuits,10-7
sic,10-73,"10.73 : Manufacture of macaroni, noodles, couscous and similar farinaceous products",10-7
sic,10-8,10.8 : Manufacture of other food products,10
sic,10-81,10.81 : Manufacture of sugar,10-8
sic,10-82,"10.82 : Manufacture of cocoa, chocolate and sugar confectionery",10-8
sic,10-821,"10.82/1 : Manufacture of cocoa, and chocolate confectionery",10-82
sic,10-822,10.82/2 : Manufacture of sugar confectionery,10-82
sic,10-83,10.83 : Processing of tea and coffee,10-8
sic,10-831,10.83/1 : Tea processing,10-83
sic,10-832,10.83/2 : Production of coffee and coffee substitutes,10-83
sic,10-84,10.84 : Manufacture of condiments and seasonings,10-8
sic,10-85,10.85 : Manufacture of prepared meals and dishes,10-8
sic,10-86,10.86 : Manufacture of homogenised food preparations and dietetic food,10-8
sic,10-89,10.89 : Manufacture of other food products n.e.c.,10-8
sic,10-9,10.9 : Manufacture of prepared animal feeds,10
sic,10-91,10.91 : Manufacture of prepared feeds for farm animals,10-9
sic,10-92,10.92 : Manufacture of prepared pet foods,10-9
sic,11,11 : Manufacture of beverages,C
sic,11-0,11.0 : Manufacture of beverages,11
sic,11-01,"11.01 : Distilling, rectifying and blending of spirits",11-0
sic,11-02,11.02 : Manufacture of wine from grape,11-0
sic,11-03,11.03 : Manufacture of cider and other fruit wines,11-0
sic,11-04,11.04 : Manufacture of other non-distilled fermented beverages,11-0
sic,11-05,11.05 : Manufacture of beer,11-0
sic,11-06,11.06 : Manufacture of malt,11-0
sic,11-07,11.07 : Manufacture of soft drinks,11-0
sic,12,12 : Manufacture of tobacco products,C
sic,12-0,12.0 : Manufacture of tobacco products,12
sic,12-00,12.00 : Manufacture of tobacco products,12-0
sic,13,13 : Manufacture of textiles,C
sic,13-1,13.1 : Preparation and spinning of textile fibres,13
sic,13-10,13.10 : Preparation and spinning of textile fibres,13-1
sic,13-2,13.2 : Weaving of textiles,13
sic,13-20,13.20 : Weaving of textiles,13-2
sic,13-3,13.3 : Finishing of textiles,13
sic,13-30,13.30 : Finishing of textiles,13-3
sic,13-9,13.9 : Manufacture of other textiles,13
sic,13-91,13.91 : Manufacture of knitted and crocheted fabrics,13-9
sic,13-92,"13.92 : Manufacture of made-up textile articles, except apparel",13-9
sic,13-921,13.92/1 : Manufacture of soft furnishings,13-92
sic,13-922,"13.92/2 : Manufacture of canvas goods, sacks etc.",13-92
sic,13-923,13.92/3 : Manufacture of household textiles (other than soft furnishings of 13.92/1),13-92
sic,13-93,13.93 : Manufacture of carpets and rugs,13-9
sic,13-931,13.93/1 : Manufacture of woven or tufted carpets and rugs,13-93
sic,13-939,13.93/9 : Manufacture of carpets and rugs (other than woven or tufted) n.e.c.,13-93
sic,13-94,"13.94 : Manufacture of cordage, rope, twine and netting",13-9
sic,13-95,"13.95 : Manufacture of non-wovens and articles made from non-wovens, except apparel",13-9
sic,13-96,13.96 : Manufacture of other technical and industrial textiles,13-9
sic,13-99,13.99 : Manufacture of other textiles n.e.c.,13-9
sic,14,14 : Manufacture of wearing apparel,C
sic,14-1,"14.1 : Manufacture of wearing apparel, except fur apparel",14
sic,14-11,14.11 : Manufacture of leather clothes,14-1
sic,14-12,14.12 : Manufacture of workwear,14-1
sic,14-13,14.13 : Manufacture of other outerwear,14-1
sic,14-131,"14.13/1 : Manufacture of men's outerwear, other than leather clothes and workwear",14-13
sic,14-132,"14.13/2 : Manufacture of women's outerwear, other than leather clothes and workwear",14-13
sic,14-14,14.14 : Manufacture of underwear,14-1
sic,14-141,14.14/1 : Manufacture of men's underwear,14-14
sic,14-142,14.14/2 : Manufacture of women's underwear,14-14
sic,14-19,14.19 : Manufacture of other wearing apparel and accessories,14-1
sic,14-2,14.2 : Manufacture of articles of fur,14
sic,14-20,14.20 : Manufacture of articles of fur,14-2
sic,14-3,14.3 : Manufacture of knitted and crocheted apparel,14
sic,14-31,14.31 : Manufacture of knitted and crocheted hosiery,14-3
sic,14-39,14.39 : Manufacture of other knitted and crocheted apparel,14-3
sic,15,15 : Manufacture of leather and related products,C
sic,15-1,15.1 : Tanning and dressing of leather,15
sic,15-11,15.11 : Tanning and dressing of leather,15-1
sic,15-12,"15.12 : Manufacture of luggage, handbags and the like, saddlery and harness",15-1
sic,15-2,15.2 : Manufacture of footwear,15
sic,15-20,15.20 : Manufacture of footwear,15-2
sic,16,"16 : Manufacture of wood and of products of wood and cork, except furniture",C
sic,16-1,16.1 : Sawmilling and planing of wood,16
sic,16-10,16.10 : Sawmilling and planing of wood,16-1
sic,16-2,"16.2 : Manufacture of products of wood, cork, straw and plaiting materials",16
sic,16-21,16.21 : Manufacture of veneer sheets and wood-based panels,16-2
sic,16-22,16.22 : Manufacture of assembled parquet floors,16-2
sic,16-23,16.23 : Manufacture of other builders' carpentry and joinery,16-2
sic,16-24,16.24 : Manufacture of wooden containers,16-2
sic,16-29,16.29 : Manufacture of other products of wood,16-2
sic,17,17 : Manufacture of paper and paper products,C
sic,17-1,"17.1 : Manufacture of pulp, paper and paperboard",17
sic,17-11,17.11 : Manufacture of pulp,17-1
sic,17-12,17.12 : Manufacture of paper and paperboard,17-1
sic,17-2,17.2 : Manufacture of articles of paper and paperboard,17
sic,17-21,17.21 : Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17-2
sic,17-211,17.21/1 : Manufacture of corrugated paper and paperboard,17-21
sic,17-219,17.21/9 : Manufacture of paper and paperboard containers other than sacks and bags,17-21
sic,17-22,17.22 : Manufacture of household and sanitary goods and of toilet requisites,17-2
sic,17-23,17.23 : Manufacture of paper stationery,17-2
sic,17-24,17.24 : Manufacture of wallpaper,17-2
sic,17-29,17.29 : Manufacture of other articles of paper and paperboard,17-2
sic,18,18 : Printing and reproduction of recorded media,C
sic,18-1,18.1 : Printing and service activities related to printing,18
sic,18-11,18.11 : Printing of newspapers,18-1
sic,18-12,18.12 : Other printing,18-1
sic,18-121,18.12/1 : Manufacture of printed labels,18-12
sic,18-129,18.12/9 : Printing (other than printing of newspapers and printing on labels and tags) n.e.c.,18-12
sic,18-13,18.13 : Pre-press and pre-media services,18-1
sic,18-14,18.14 : Binding and related services,18-1
sic,18-2,18.2 : Reproduction of recorded media,18
sic,18-20,18.20 : Reproduction of recorded media,18-2
sic,18-201,18.20/1 : Reproduction of sound recording,18-20
sic,18-202,18.20/2 : Reproduction of video recording,18-20
sic,18-203,18.20/3 : Reproduction of computer media,18-20
sic,19,19 : Manufacture of coke and refined petroleum products,C
sic,19-1,19.1 : Manufacture of coke oven products,19
sic,19-10,19.10 : Manufacture of coke oven products,19-1
sic,19-2,19.2 : Manufacture of refined petroleum products,19
sic,19-20,19.20 : Manufacture of refined petroleum products,19-2
sic,19-201,19.20/1 : Mineral oil refining,19-20
sic,19-209,19.20/9 : Other treatment of petroleum products (excluding mineral oil refining/petrochemicals manufacture),19-20
sic,20,20 : Manufacture of chemicals and chemical products,C
sic,20-1,"20.1 : Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20
sic,20-11,20.11 : Manufacture of industrial gases,20-1
sic,20-12,20.12 : Manufacture of dyes and pigments,20-1
sic,20-13,20.13 : Manufacture of other inorganic basic chemicals,20-1
sic,20-14,20.14 : Manufacture of other organic basic chemicals,20-1
sic,20-15,20.15 : Manufacture of fertilisers and nitrogen compounds,20-1
sic,20-16,20.16 : Manufacture of plastics in primary forms,20-1
sic,20-17,20.17 : Manufacture of synthetic rubber in primary forms,20-1
sic,20-2,20.2 : Manufacture of pesticides and other agrochemical products,20
sic,20-20,20.20 : Manufacture of pesticides and other agrochemical products,20-2
sic,20-3,"20.3 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20
sic,20-30,"20.30 : Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20-3
sic,20-301,"20.30/1 : Manufacture of paints, varnishes and similar coatings, mastics and sealants",20-30
sic,20-302,20.30/2 : Manufacture of printing ink,20-30
sic,20-4,"20.4 : Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",20
sic,20-41,"20.41 : Manufacture of soap and detergents, cleaning and polishing preparations",20-4
sic,20-411,20.41/1 : Manufacture of soap and detergents,20-41
sic,20-412,20.41/2 : Manufacture of cleaning and polishing preparations,20-41
sic,20-42,20.42 : Manufacture of perfumes and toilet preparations,20-4
sic,20-5,20.5 : Manufacture of other chemical products,20
sic,20-51,20.51 : Manufacture of explosives,20-5
sic,20-52,20.52 : Manufacture of glues,20-5
sic,20-53,20.53 : Manufacture of essential oils,20-5
sic,20-59,20.59 : Manufacture of other chemical products n.e.c.,20-5
sic,20-6,20.6 : Manufacture of man-made fibres,20
sic,20-60,20.60 : Manufacture of man-made fibres,20-6
sic,21,21 : Manufacture of basic pharmaceutical products and pharmaceutical preparations,C
sic,21-1,21.1 : Manufacture of basic pharmaceutical products,21
sic,21-10,21.10 : Manufacture of basic pharmaceutical products,21-1
sic,21-2,21.2 : Manufacture of pharmaceutical preparations,21
sic,21-20,21.20 : Manufacture of pharmaceutical preparations,21-2
sic,22,22 : Manufacture of rubber and plastic products,C
sic,22-1,22.1 : Manufacture of rubber products,22
sic,22-11,22.11 : Manufacture of rubber tyres and tubes,22-1
sic,22-19,22.19 : Manufacture of other rubber products,22-1
sic,22-2,22.2 : Manufacture of plastics products,22
sic,22-21,"22.21 : Manufacture of plastic plates, sheets, tubes and profiles",22-2
sic,22-22,22.22 : Manufacture of plastic packing goods,22-2
sic,22-23,22.23 : Manufacture of builders’ ware of plastic,22-2
sic,22-29,22.29 : Manufacture of other plastic products,22-2
sic,23,23 : Manufacture of other non-metallic mineral products,C
sic,23-1,23.1 : Manufacture of glass and glass products,23
sic,23-11,23.11 : Manufacture of flat glass,23-1
sic,23-12,23.12 : Shaping and processing of flat glass,23-1
sic,23-13,23.13 : Manufacture of hollow glass,23-1
sic,23-14,23.14 : Manufacture of glass fibres,23-1
sic,23-19,"23.19 : Manufacture and processing of other glass, including technical glassware",23-1
sic,23-2,23.2 : Manufacture of refractory products,23
sic,23-20,23.20 : Manufacture of refractory products,23-2
sic,23-3,23.3 : Manufacture of clay building materials,23
sic,23-31,23.31 : Manufacture of ceramic tiles and flags,23-3
sic,23-32,"23.32 : Manufacture of bricks, tiles and construction products, in baked clay",23-3
sic,23-4,23.4 : Manufacture of other porcelain and ceramic products,23
sic,23-41,23.41 : Manufacture of ceramic household and ornamental articles,23-4
sic,23-42,23.42 : Manufacture of ceramic sanitary fixtures,23-4
sic,23-43,23.43 : Manufacture of ceramic insulators and insulating fittings,23-4
sic,23-44,23.44 : Manufacture of other technical ceramic products,23-4
sic,23-49,23.49 : Manufacture of other ceramic products,23-4
sic,23-5,"23.5 : Manufacture of cement, lime and plaster",23
sic,23-51,23.51 : Manufacture of cement,23-5
sic,23-52,23.52 : Manufacture of lime and plaster,23-5
sic,23-6,"23.6 : Manufacture of articles of concrete, cement and plaster",23
sic,23-61,23.61 : Manufacture of concrete products for construction purposes,23-6
sic,23-62,23.62 : Manufacture of plaster products for construction purposes,23-6
sic,23-63,23.63 : Manufacture of ready-mixed concrete,23-6
sic,23-64,23.64 : Manufacture of mortars,23-6
sic,23-65,23.65 : Manufacture of fibre cement,23-6
sic,23-69,"23.69 : Manufacture of other articles of concrete, plaster and cement",23-6
sic,23-7,"23.7 : Cutting, shaping and finishing of stone",23
sic,23-70,"23.70 : Cutting, shaping and finishing of stone",23-7
sic,23-9,23.9 : Manufacture of abrasive products and non-metallic mineral products n.e.c.,23
sic,23-91,23.91 : Production of abrasive products,23-9
sic,23-99,23.99 : Manufacture of other non-metallic mineral products n.e.c.,23-9
sic,24,24 : Manufacture of basic metals,C
sic,24-1,24.1 : Manufacture of basic iron and steel and of ferro-alloys,24
sic,24-10,24.10 : Manufacture of basic iron and steel and of ferro-alloys,24-1
sic,24-2,"24.2 : Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24
sic,24-20,"24.20 : Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24-2
sic,24-3,24.3 : Manufacture of other products of first processing of steel,24
sic,24-31,24.31 : Cold drawing of bars,24-3
sic,24-32,24.32 : Cold rolling of narrow strip,24-3
sic,24-33,24.33 : Cold forming or folding,24-3
sic,24-34,24.34 : Cold drawing of wire,24-3
sic,24-4,24.4 : Manufacture of basic precious and other non-ferrous metals,24
sic,24-41,24.41 : Precious metals production,24-4
sic,24-42,24.42 : Aluminium production,24-4
sic,24-43,"24.43 : Lead, zinc and tin production",24-4
sic,24-44,24.44 : Copper production,24-4
sic,24-45,24.45 : Other non-ferrous metal production,24-4
sic,24-46,24.46 : Processing of nuclear fuel,24-4
sic,24-5,24.5 : Casting of metals,24
sic,24-51,24.51 : Casting of iron,24-5
sic,24-52,24.52 : Casting of steel,24-5
sic,24-53,24.53 : Casting of light metals,24-5
sic,24-54,24.54 : Casting of other non-ferrous metals,24-5
sic,25,"25 : Manufacture of fabricated metal products, except machinery and equipment",C
sic,25-1,25.1 : Manufacture of structural metal products,25
sic,25-11,25.11 : Manufacture of metal structures and parts of structures,25-1
sic,25-12,25.12 : Manufacture of doors and windows of metal,25-1
sic,25-2,"25.2 : Manufacture of tanks, reservoirs and containers of metal",25
sic,25-21,25.21 : Manufacture of central heating radiators and boilers,25-2
sic,25-29,"25.29 : Manufacture of other tanks, reservoirs and containers of metal",25-2
sic,25-3,"25.3 : Manufacture of steam generators, except central heating hot water boilers",25
sic,25-30,"25.30 : Manufacture of steam generators, except central heating hot water boilers",25-3
sic,25-4,25.4 : Manufacture of weapons and ammunition,25
sic,25-40,25.40 : Manufacture of weapons and ammunition,25-4
sic,25-5,"25.5 : Forging, pressing, stamping and roll-forming of metal",25
sic,25-50,"25.50 : Forging, pressing, stamping and roll-forming of metal",25-5
sic,25-6,25.6 : Treatment and coating of metals,25
sic,25-61,25.61 : Treatment and coating of metals,25-6
sic,25-62,25.62 : Machining,25-6
sic,25-7,"25.7 : Manufacture of cutlery, tools and general hardware",25
sic,25-71,25.71 : Manufacture of cutlery,25-7
sic,25-72,25.72 : Manufacture of locks and hinges,25-7
sic,25-73,25.73 : Manufacture of tools,25-7
sic,25-9,25.9 : Manufacture of other fabricated metal products,25
sic,25-91,25.91 : Manufacture of steel drums and similar containers,25-9
sic,25-92,25.92 : Manufacture of light metal packaging,25-9
sic,25-93,"25.93 : Manufacture of wire products, chain and springs",25-9
sic,25-94,25.94 : Manufacture of fasteners and screw machine products,25-9
sic,25-99,25.99 : Manufacture of other fabricated metal products n.e.c.,25-9
sic,26,"26 : Manufacture of computer, electronic and optical products",C
sic,26-1,26.1 : Manufacture of electronic components and boards,26
sic,26-11,26.11 : Manufacture of electronic components,26-1
sic,26-12,26.12 : Manufacture of loaded electronic boards,26-1
sic,26-2,26.2 : Manufacture of computers and peripheral equipment,26
sic,26-20,26.20 : Manufacture of computers and peripheral equipment,26-2
sic,26-3,26.3 : Manufacture of communication equipment,26
sic,26-30,26.30 : Manufacture of communication equipment,26-3
sic,26-301,26.30/1 : Manufacture of telegraph and telephone apparatus and equipment,26-30
sic,26-309,26.30/9 : Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment),26-30
sic,26-4,26.4 : Manufacture of consumer electronics,26
sic,26-40,26.40 : Manufacture of consumer electronics,26-4
sic,26-5,"26.5 : Manufacture of instruments and appliances for measuring, testing and navigation",26
sic,26-51,"26.51 : Manufacture of instruments and appliances for measuring, testing and navigation",26-5
sic,26-511,"26.51/1 : Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment",26-51
sic,26-512,26.51/2 : Manufacture of electronic industrial process control equipment,26-51
sic,26-513,"26.51/3 : Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment",26-51
sic,26-514,26.51/4 : Manufacture of non-electronic industrial process control equipment,26-51
sic,26-52,26.52 : Manufacture of watches and clocks,26-5
sic,26-6,"26.6 : Manufacture of irradiation, electromedical and electrotherapeutic equipment",26
sic,26-60,"26.60 : Manufacture of irradiation, electromedical and electrotherapeutic equipment",26-6
sic,26-7,26.7 : Manufacture of optical instruments and photographic equipment,26
sic,26-70,26.70 : Manufacture of optical instruments and photographic equipment,26-7
sic,26-701,26.70/1 : Manufacture of optical precision instruments,26-70
sic,26-702,26.70/2 : Manufacture of photographic and cinematographic equipment,26-70
sic,26-8,26.8 : Manufacture of magnetic and optical media,26
sic,26-80,26.80 : Manufacture of magnetic and optical media,26-8
sic,27,27 : Manufacture of electrical equipment,C
sic,27-1,"27.1 : Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27
sic,27-11,"27.11 : Manufacture of electric motors, generators and transformers",27-1
sic,27-12,27.12 : Manufacture of electricity distribution and control apparatus,27-1
sic,27-2,27.2 : Manufacture of batteries and accumulators,27
sic,27-20,27.20 : Manufacture of batteries and accumulators,27-2
sic,27-3,27.3 : Manufacture of wiring and wiring devices,27
sic,27-31,27.31 : Manufacture of fibre optic cables,27-3
sic,27-32,27.32 : Manufacture of other electronic and electric wires and cables,27-3
sic,27-33,27.33 : Manufacture of wiring devices,27-3
sic,27-4,27.4 : Manufacture of electric lighting equipment,27
sic,27-40,27.40 : Manufacture of electric lighting equipment,27-4
sic,27-5,27.5 : Manufacture of domestic appliances,27
sic,27-51,27.51 : Manufacture of electric domestic appliances,27-5
sic,27-52,27.52 : Manufacture of non-electric domestic appliances,27-5
sic,27-9,27.9 : Manufacture of other electrical equipment,27
sic,27-90,27.90 : Manufacture of other electrical equipment,27-9
sic,28,28 : Manufacture of machinery and equipment n.e.c.,C
sic,28-1,28.1 : Manufacture of general-purpose machinery,28
sic,28-11,"28.11 : Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",28-1
sic,28-12,28.12 : Manufacture of fluid power equipment,28-1
sic,28-13,28.13 : Manufacture of other pumps and compressors,28-1
sic,28-131,28.13/1 : Manufacture of pumps,28-13
sic,28-132,28.13/2 : Manufacture of compressors,28-13
sic,28-14,28.14 : Manufacture of other taps and valves,28-1
sic,28-15,"28.15 : Manufacture of bearings, gears, gearing and driving elements",28-1
sic,28-2,28.2 : Manufacture of other general-purpose machinery,28
sic,28-21,"28.21 : Manufacture of ovens, furnaces and furnace burners",28-2
sic,28-22,28.22 : Manufacture of lifting and handling equipment,28-2
sic,28-23,28.23 : Manufacture of office machinery and equipment (except computers and peripheral equipment),28-2
sic,28-24,28.24 : Manufacture of power-driven hand tools,28-2
sic,28-25,28.25 : Manufacture of non-domestic cooling and ventilation equipment,28-2
sic,28-29,28.29 : Manufacture of other general-purpose machinery n.e.c.,28-2
sic,28-3,28.3 : Manufacture of agricultural and forestry machinery,28
sic,28-30,28.30 : Manufacture of agricultural and forestry machinery,28-3
sic,28-301,28.30/1 : Manufacture of agricultural tractors,28-30
sic,28-302,28.30/2 : Manufacture of agricultural and forestry machinery (other than agricultural tractors),28-30
sic,28-4,28.4 : Manufacture of metal forming machinery and machine tools,28
sic,28-41,28.41 : Manufacture of metal forming machinery,28-4
sic,28-49,28.49 : Manufacture of other machine tools,28-4
sic,28-9,28.9 : Manufacture of other special-purpose machinery,28
sic,28-91,28.91 : Manufacture of machinery for metallurgy,28-9
sic,28-92,"28.92 : Manufacture of machinery for mining, quarrying and construction",28-9
sic,28-921,28.92/1 : Manufacture of machinery for mining,28-92
sic,28-922,28.92/2 : Manufacture of earthmoving equipment,28-92
sic,28-923,28.92/3 : Manufacture of equipment for concrete crushing and screening roadworks,28-92
sic,28-93,"28.93 : Manufacture of machinery for food, beverage and tobacco processing",28-9
sic,28-94,"28.94 : Manufacture of machinery for textile, apparel and leather production",28-9
sic,28-95,28.95 : Manufacture of machinery for paper and paperboard production,28-9
sic,28-96,28.96 : Manufacture of plastics and rubber machinery,28-9
sic,28-99,28.99 : Manufacture of other special-purpose machinery n.e.c.,28-9
sic,29,"29 : Manufacture of motor vehicles, trailers and semi-trailers",C
sic,29-1,29.1 : Manufacture of motor vehicles,29
sic,29-10,29.10 : Manufacture of motor vehicles,29-1
sic,29-2,29.2 : Manufacture of bodies (coachwork) for motor vehicles,29
sic,29-20,29.20 : Manufacture of bodies (coachwork) for motor vehicles,29-2
sic,29-201,29.20/1 : Manufacture of bodies (coachwork) for motor vehicles (except caravans),29-20
sic,29-202,29.20/2 : Manufacture of trailers and semi-trailers,29-20
sic,29-203,29.20/3 : Manufacture of caravans,29-20
sic,29-3,29.3 : Manufacture of parts and accessories for motor vehicles,29
sic,29-31,29.31 : Manufacture of electrical and electronic equipment for motor vehicles,29-3
sic,29-32,29.32 : Manufacture of other parts and accessories for motor vehicles,29-3
sic,30,30 : Manufacture of other transport equipment,C
sic,30-1,30.1 : Building of ships and boats,30
sic,30-11,30.11 : Building of ships and floating structures,30-1
sic,30-12,30.12 : Building of pleasure and sporting boats,30-1
sic,30-2,30.2 : Manufacture of railway locomotives and rolling stock,30
sic,30-20,30.20 : Manufacture of railway locomotives and rolling stock,30-2
sic,30-3,30.3 : Manufacture of air and spacecraft and related machinery,30
sic,30-30,30.30 : Manufacture of air and spacecraft and related machinery,30-3
sic,30-4,30.4 : Manufacture of military fighting vehicles,30
