codelist,code,label,parent
ccg-geography,E38000047,"NHS Durham Dales, Easington and Sedgefield CCG",E39000039
ccg-geography,E38000048,NHS Ealing CCG,E39000018
ccg-geography,E38000049,NHS East and North Hertfordshire CCG,E39000030
ccg-geography,E38000050,NHS East Lancashire CCG,E39000040
ccg-geography,E38000051,NHS East Leicestershire and Rutland CCG,E39000030
ccg-geography,E38000052,NHS East Riding of Yorkshire CCG,E39000029
ccg-geography,E38000053,NHS East Staffordshire CCG,E39000032
ccg-geography,E38000054,NHS East Surrey CCG,E39000042
ccg-geography,E38000055,"NHS Eastbourne, Hailsham and Seaford CCG",E39000042
ccg-geography,E38000056,NHS Eastern Cheshire CCG,E39000026
ccg-geography,E38000057,NHS Enfield CCG,E39000018
ccg-geography,E38000058,NHS Erewash CCG,E39000032
ccg-geography,E38000059,NHS Fareham and Gosport CCG,E39000041
ccg-geography,E38000062,NHS Gloucestershire CCG,E39000043
ccg-geography,E38000063,NHS Great Yarmouth and Waveney CCG,E39000031
ccg-geography,E38000064,NHS Greater Huddersfield CCG,E39000029
ccg-geography,E38000066,NHS Greenwich CCG,E39000018
ccg-geography,E38000068,NHS Halton CCG,E39000026
ccg-geography,E38000069,"NHS Hambleton, Richmondshire and Whitby CCG",E39000029
ccg-geography,E38000070,NHS Hammersmith and Fulham CCG,E39000018
ccg-geography,E38000071,NHS Hardwick CCG,E39000032
ccg-geography,E38000072,NHS Haringey CCG,E39000018
ccg-geography,E38000073,NHS Harrogate and Rural District CCG,E39000029
ccg-geography,E38000074,NHS Harrow CCG,E39000018
ccg-geography,E38000075,NHS Hartlepool and Stockton-on-Tees CCG,E39000039
ccg-geography,E38000076,NHS Hastings and Rother CCG,E39000042
ccg-geography,E38000077,NHS Havering CCG,E39000018
ccg-geography,E38000078,NHS Herefordshire CCG,E39000033
ccg-geography,E38000079,NHS Herts Valleys CCG,E39000030
ccg-geography,E38000080,"NHS Heywood, Middleton and Rochdale CCG",E39000037
ccg-geography,E38000081,NHS High Weald Lewes Havens CCG,E39000042
ccg-geography,E38000082,NHS Hillingdon CCG,E39000018
ccg-geography,E38000083,NHS Horsham and Mid Sussex CCG,E39000042
ccg-geography,E38000084,NHS Hounslow CCG,E39000018
ccg-geography,E38000085,NHS Hull CCG,E39000029
ccg-geography,E38000086,NHS Ipswich and East Suffolk CCG,E39000031
ccg-geography,E38000087,NHS Isle of Wight CCG,E39000041
ccg-geography,E38000088,NHS Islington CCG,E39000018
ccg-geography,E38000089,NHS Kernow CCG,E39000044
ccg-geography,E38000090,NHS Kingston CCG,E39000018
ccg-geography,E38000091,NHS Knowsley CCG,E39000026
ccg-geography,E38000092,NHS Lambeth CCG,E39000018
ccg-geography,E38000097,NHS Leicester City CCG,E39000030
ccg-geography,E38000098,NHS Lewisham CCG,E39000018
ccg-geography,E38000099,NHS Lincolnshire East CCG,E39000030
ccg-geography,E38000100,NHS Lincolnshire West CCG,E39000030
ccg-geography,E38000101,NHS Liverpool CCG,E39000026
ccg-geography,E38000102,NHS Luton CCG,E39000030
ccg-geography,E38000103,NHS Mansfield and Ashfield CCG,E39000032
ccg-geography,E38000104,NHS Medway CCG,E39000042
ccg-geography,E38000105,NHS Merton CCG,E39000018
ccg-geography,E38000106,NHS Mid Essex CCG,E39000031
ccg-geography,E38000107,NHS Milton Keynes CCG,E39000030
ccg-geography,E38000108,NHS Nene CCG,E39000030
ccg-geography,E38000109,NHS Newark and Sherwood CCG,E39000032
ccg-geography,E38000113,NHS Newham CCG,E39000018
ccg-geography,E38000115,NHS North Derbyshire CCG,E39000032
ccg-geography,E38000116,NHS North Durham CCG,E39000039
ccg-geography,E38000117,NHS North East Essex CCG,E39000031
ccg-geography,E38000118,NHS North East Hampshire and Farnham CCG,E39000041
ccg-geography,E38000119,NHS North East Lincolnshire CCG,E39000029
ccg-geography,E38000120,NHS North Hampshire CCG,E39000041
ccg-geography,E38000121,NHS North Kirklees CCG,E39000029
ccg-geography,E38000122,NHS North Lincolnshire CCG,E39000029
ccg-geography,E38000124,NHS North Norfolk CCG,E39000031
ccg-geography,E38000126,NHS North Staffordshire CCG,E39000032
ccg-geography,E38000127,NHS North Tyneside CCG,E39000039
ccg-geography,E38000128,NHS North West Surrey CCG,E39000042
ccg-geography,E38000129,"NHS Northern, Eastern and Western Devon CCG",E39000044
ccg-geography,E38000130,NHS Northumberland CCG,E39000039
ccg-geography,E38000132,NHS Nottingham City CCG,E39000032
ccg-geography,E38000133,NHS Nottingham North and East CCG,E39000032
ccg-geography,E38000134,NHS Nottingham West CCG,E39000032
ccg-geography,E38000135,NHS Oldham CCG,E39000037
ccg-geography,E38000136,NHS Oxfordshire CCG,E39000041
ccg-geography,E38000137,NHS Portsmouth CCG,E39000041
ccg-geography,E38000138,NHS Redbridge CCG,E39000018
ccg-geography,E38000139,NHS Redditch and Bromsgrove CCG,E39000033
ccg-geography,E38000140,NHS Richmond CCG,E39000018
ccg-geography,E38000141,NHS Rotherham CCG,E39000029
ccg-geography,E38000142,NHS Rushcliffe CCG,E39000032
ccg-geography,E38000143,NHS Salford CCG,E39000037
ccg-geography,E38000144,NHS Sandwell and West Birmingham CCG,E39000033
ccg-geography,E38000145,NHS Scarborough and Ryedale CCG,E39000029
ccg-geography,E38000146,NHS Sheffield CCG,E39000029
ccg-geography,E38000147,NHS Shropshire CCG,E39000032
ccg-geography,E38000150,NHS Somerset CCG,E39000044
ccg-geography,E38000151,NHS South Cheshire CCG,E39000026
ccg-geography,E38000152,NHS South Devon and Torbay CCG,E39000044
ccg-geography,E38000153,NHS South East Staffordshire and Seisdon Peninsula CCG,E39000032
ccg-geography,E38000154,NHS South Eastern Hampshire CCG,E39000041
ccg-geography,E38000156,NHS South Kent Coast CCG,E39000042
ccg-geography,E38000157,NHS South Lincolnshire CCG,E39000030
ccg-geography,E38000161,NHS South Sefton CCG,E39000026
ccg-geography,E38000162,NHS South Tees CCG,E39000039
ccg-geography,E38000163,NHS South Tyneside CCG,E39000039
ccg-geography,E38000164,NHS South Warwickshire CCG,E39000033
ccg-geography,E38000165,NHS South West Lincolnshire CCG,E39000030
ccg-geography,E38000166,NHS South Worcestershire CCG,E39000033
ccg-geography,E38000167,NHS Southampton CCG,E39000041
ccg-geography,E38000168,NHS Southend CCG,E39000031
ccg-geography,E38000169,NHS Southern Derbyshire CCG,E39000032
ccg-geography,E38000170,NHS Southport and Formby CCG,E39000026
ccg-geography,E38000171,NHS Southwark CCG,E39000018
ccg-geography,E38000172,NHS St Helens CCG,E39000026
ccg-geography,E38000173,NHS Stafford and Surrounds CCG,E39000032
ccg-geography,E38000174,NHS Stockport CCG,E39000037
ccg-geography,E38000175,NHS Stoke on Trent CCG,E39000032
ccg-geography,E38000176,NHS Sunderland CCG,E39000039
ccg-geography,E38000177,NHS Surrey Downs CCG,E39000042
ccg-geography,E38000178,NHS Surrey Heath CCG,E39000041
ccg-geography,E38000179,NHS Sutton CCG,E39000018
ccg-geography,E38000180,NHS Swale CCG,E39000042
ccg-geography,E38000181,NHS Swindon CCG,E39000043
ccg-geography,E38000182,NHS Tameside and Glossop CCG,E39000037
ccg-geography,E38000183,NHS Telford and Wrekin CCG,E39000032
ccg-geography,E38000184,NHS Thanet CCG,E39000042
ccg-geography,E38000185,NHS Thurrock CCG,E39000031
ccg-geography,E38000186,NHS Tower Hamlets CCG,E39000018
ccg-geography,E38000187,NHS Trafford CCG,E39000037
ccg-geography,E38000188,NHS Vale of York CCG,E39000029
ccg-geography,E38000189,NHS Vale Royal CCG,E39000026
ccg-geography,E38000190,NHS Wakefield CCG,E39000029
ccg-geography,E38000191,NHS Walsall CCG,E39000033
ccg-geography,E38000192,NHS Waltham Forest CCG,E39000018
ccg-geography,E38000193,NHS Wandsworth CCG,E39000018
ccg-geography,E38000194,NHS Warrington CCG,E39000026
ccg-geography,E38000195,NHS Warwickshire North CCG,E39000033
ccg-geography,E38000196,NHS West Cheshire CCG,E39000026
ccg-geography,E38000197,NHS West Essex CCG,E39000031
ccg-geography,E38000198,NHS West Hampshire CCG,E39000041
ccg-geography,E38000199,NHS West Kent CCG,E39000042
ccg-geography,E38000200,NHS West Lancashire CCG,E39000040
ccg-geography,E38000201,NHS West Leicestershire CCG,E39000030
ccg-geography,E38000202,NHS West London CCG,E39000018
ccg-geography,E38000203,NHS West Norfolk CCG,E39000031
ccg-geography,E38000204,NHS West Suffolk CCG,E39000031
ccg-geography,E38000205,NHS Wigan Borough CCG,E39000037
ccg-geography,E38000206,NHS Wiltshire CCG,E39000043
ccg-geography,E38000208,NHS Wirral CCG,E39000026
ccg-geography,E38000210,NHS Wolverhampton CCG,E39000033
ccg-geography,E38000211,NHS Wyre Forest CCG,E39000033
ccg-geography,E38000212,NHS Newcastle Gateshead CCG,E39000039
ccg-geography,E38000213,NHS Coastal West Sussex CCG,E39000042
ccg-geography,E38000214,NHS Guildford and Waverley CCG,E39000042
ccg-geography,E38000215,NHS North Cumbria CCG,E39000039
ccg-geography,E38000217,NHS Manchester CCG,E39000037
ccg-geography,E38000218,NHS Norwich CCG,E39000031
ccg-geography,E38000219,NHS South Norfolk CCG,E39000031
ccg-geography,E38000220,NHS Birmingham and Solihull CCG,E39000033
ccg-geography,E38000221,NHS Berkshire West CCG,E39000041
ccg-geography,E38000222,"NHS Bristol, North Somerset and South Gloucestershire CCG",E39000043
ccg-geography,E38000223,NHS Buckinghamshire CCG,E39000041
ccg-geography,E38000224,NHS East Berkshire CCG,E39000041
ccg-geography,E38000225,NHS Leeds CCG,E39000029
ccg-geography,E38000226,NHS Fylde and Wyre CCG,E39000040
ccg-geography,E38000227,NHS Greater Preston CCG,E39000040
ccg-geography,E38000228,NHS Morecambe Bay CCG,E39000040
ccg-geography,E39000029,NHS England North (Yorkshire and Humber),E40000001
ccg-geography,E39000042,"NHS England South East (Kent, Surrey and Sussex)",E40000005
ccg-geography,E39000018,NHS England London,E40000003
ccg-geography,E39000031,NHS England Midlands and East (East),E40000002
ccg-geography,E39000043,NHS England South West (South West North),E40000006
ccg-geography,E39000030,NHS England Midlands and East (Central Midlands),E40000002
ccg-geography,E39000040,NHS England North (Lancashire and South Cumbria),E40000001
ccg-geography,E39000037,NHS England North (Greater Manchester),E40000001
ccg-geography,E39000032,NHS England Midlands and East (North Midlands),E40000002
ccg-geography,E39000033,NHS England Midlands and East (West Midlands),E40000002
ccg-geography,E39000039,NHS England North (Cumbria and North East),E40000001
ccg-geography,E39000044,NHS England South West (South West South),E40000006
ccg-geography,E39000026,NHS England North (Cheshire and Merseyside),E40000001
ccg-geography,E39000041,"NHS England South East (Hampshire, Isle of Wight and Thames Valley)",E40000005
ccg-geography,E40000001,North of England,E92000001
ccg-geography,E40000005,South East,E92000001
ccg-geography,E40000003,London,E92000001
ccg-geography,E40000002,Midlands and East of England,E92000001
ccg-geography,E40000006,South West,E92000001
ccg-geography,E92000001,England,
