Codelist,Code,Label,ParentCode
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.31,Wholesale of fruit and vegetables,46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.32,Wholesale of meat and meat products,46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.33,"Wholesale of dairy products, eggs and edible oils and fats",46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.34,Wholesale of beverages,46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.35,Wholesale of tobacco products,46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.36,Wholesale of sugar and chocolate and sugar confectionery,46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.37,"Wholesale of coffee, tea, cocoa and spices",46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.38,"Wholesale of other food, including fish, crustaceans and molluscs",46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.39,"Non-specialised wholesale of food, beverages and tobacco",46.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.34/1,"Wholesale of fruit and vegetable juices, mineral waters and soft drinks",46.34
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.34/2,"Wholesale of wine, beer, spirits and other alcoholic beverages",46.34
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.41,Wholesale of textiles,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.42,Wholesale of clothing and footwear,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.43,Wholesale of electrical household appliances,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.44,Wholesale of china and glassware and cleaning materials,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.45,Wholesale of perfume and cosmetics,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.46,Wholesale of pharmaceutical goods,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.47,"Wholesale of furniture, carpets and lighting equipment",46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.48,Wholesale of watches and jewellery,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.49,Wholesale of other household goods,46.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.43/1,"Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played",46.43
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.43/9,"Wholesale of radio and television goods and of electrical household appliances (other than of gramophone records, audio tapes, compact discs and video tapes and the equipment on which these are played) n.e.c.",46.43
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.49/1,Wholesale of musical instruments,46.49
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.49/9,Wholesale of household goods (other than musical instruments) n.e.c.,46.49
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.51,"Wholesale of computers, computer peripheral equipment and software",46.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.52,Wholesale of electronic and telecommunications equipment and parts,46.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.61,"Wholesale of agricultural machinery, equipment and supplies",46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.62,Wholesale of machine tools,46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.63,"Wholesale of mining, construction and civil engineering machinery",46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.64,Wholesale of machinery for the textile industry and of sewing and knitting machines,46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.65,Wholesale of office furniture,46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.66,Wholesale of other office machinery and equipment,46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.69,Wholesale of other machinery and equipment,46.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.71,"Wholesale of solid, liquid and gaseous fuels and related products",46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.72,Wholesale of metals and metal ores,46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.73,"Wholesale of wood, construction materials and sanitary equipment",46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.74,"Wholesale of hardware, plumbing and heating equipment and supplies",46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.75,Wholesale of chemical products,46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.76,Wholesale of other intermediate products,46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.77,Wholesale of waste and scrap,46.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.71/1,Wholesale of petroleum and petroleum products,46.71
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.71/9,Wholesale of fuels and related products (other than petroleum and petroleum products),46.71
f012ff16-4616-43c3-be3c-c29b27d4bb88,46.90,Non-specialised wholesale trade,46.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.1,Retail sale in non-specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.2,"Retail sale of food, beverages and tobacco in specialised stores",47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.3,Retail sale of automotive fuel in specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.4,Retail sale of information and communication equipment in specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.5,Retail sale of other household equipment in specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.6,Retail sale of cultural and recreation goods in specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.7,Retail sale of other goods in specialised stores,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.8,Retail sale via stalls and markets,47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.9,"Retail trade not in stores, stalls or markets",47
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.11,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",47.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.19,Other retail sale in non-specialised stores,47.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.21,Retail sale of fruit and vegetables in specialised stores,47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.22,Retail sale of meat and meat products in specialised stores,47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.23,"Retail sale of fish, crustaceans and molluscs in specialised stores",47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.24,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.25,Retail sale of beverages in specialised stores,47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.26,Retail sale of tobacco products in specialised stores,47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.29,Other retail sale of food in specialised stores,47.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.30,Retail sale of automotive fuel in specialised stores,47.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.41,"Retail sale of computers, peripheral units and software in specialised stores",47.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.42,Retail sale of telecommunications equipment in specialised stores,47.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.43,Retail sale of audio and video equipment in specialised stores,47.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.42/1,Retail sale of mobile telephones in specialised stores,47.42
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.42/9,"Retail sale of telecommunications equipment (other than mobile telephones) n.e.c., in specialised stores",47.42
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.51,Retail sale of textiles in specialised stores,47.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.52,"Retail sale of hardware, paints and glass in specialised stores",47.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.53,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",47.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.54,Retail sale of electrical household appliances in specialised stores,47.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.59,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",47.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.59/1,Retail sale of musical instruments and scores in specialised stores,47.59
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.59/9,"Retail sale of furniture, lighting equipment and other household articles (other than musical instruments) n.e.c., in specialised stores",47.59
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.61,Retail sale of books in specialised stores,47.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.62,Retail sale of newspapers and stationery in specialised stores,47.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.63,Retail sale of music and video recordings in specialised stores,47.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.64,Retail sale of sporting equipment in specialised stores,47.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.65,Retail sale of games and toys in specialised stores,47.6
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.71,Retail sale of clothing in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.72,Retail sale of footwear and leather goods in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.73,Dispensing chemist in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.74,Retail sale of medical and orthopaedic goods in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.75,Retail sale of cosmetic and toilet articles in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.76,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.77,Retail sale of watches and jewellery in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.78,Other retail sale of new goods in specialised stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.79,Retail sale of second-hand goods in stores,47.7
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.72/1,Retail sale of footwear in specialised stores,47.72
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.72/2,Retail sale of leather goods in specialised stores,47.72
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.74/1,Retail sale of hearing aids in specialised stores,47.74
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.74/9,"Retail sale of medical and orthopaedic goods (other than hearing aids) n.e.c., in specialised stores",47.74
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.78/1,Retail sale in commercial art galleries,47.78
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.78/2,Retail sale by opticians,47.78
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.78/9,"Other retail sale of new goods in specialised stores (other than by opticians or commercial art galleries), n.e.c",47.78
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.79/1,"Retail sale of antiques including antique books, in stores",47.79
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.79/9,Retail sale of second-hand goods (other than antiques and antique books) in stores,47.79
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.81,"Retail sale via stalls and markets of food, beverages and tobacco products",47.8
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.82,"Retail sale via stalls and markets of textiles, clothing and footwear",47.8
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.89,Retail sale via stalls and markets of other goods,47.8
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.91,Retail sale via mail order houses or via Internet,47.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,47.99,"Other retail sale not in stores, stalls or markets",47.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.1,"Passenger rail transport, interurban",49
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.2,Freight rail transport,49
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.3,Other passenger land transport,49
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.4,Freight transport by road and removal services,49
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.5,Transport via pipeline,49
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.10,"Passenger rail transport, interurban",49.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.20,Freight rail transport,49.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.31,Urban and suburban passenger land transport,49.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.32,Taxi operation,49.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.39,Other passenger land transport n.e.c.,49.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.31/1,"Urban, suburban or metropolitan area passenger railway transportation by underground, metro and similar systems",49.31
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.31/9,"Urban, suburban or metropolitan area passenger land transport other than railway transportation by underground, metro and similar systems",49.31
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.41,Freight transport by road,49.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.42,Removal services,49.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,49.50,Transport via pipeline,49.5
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.1,Sea and coastal passenger water transport,50
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.2,Sea and coastal freight water transport,50
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.3,Inland passenger water transport,50
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.4,Inland freight water transport,50
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.10,Sea and coastal passenger water transport,50.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.20,Sea and coastal freight water transport,50.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.30,Inland passenger water transport,50.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,50.40,Inland freight water transport,50.4
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.1,Passenger air transport,51
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.2,Freight air transport and space transport,51
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.10/1,Scheduled passenger air transport,51.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.10/2,Non-scheduled passenger air transport,51.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.10,Passenger air transport,51.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.21,Freight air transport,51.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,51.22,Space transport,51.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.1,Warehousing and storage,52
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.2,Support activities for transportation,52
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.10/1,Operation of warehousing and storage facilities for water transport activities of division 50,52.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.10/2,Operation of warehousing and storage facilities for air transport activities of division 51,52.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.10/3,Operation of warehousing and storage facilities for land transport activities of division 49,52.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.10,Warehousing and storage,52.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.21,Service activities incidental to land transportation,52.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.22,Service activities incidental to water transportation,52.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.23,Service activities incidental to air transportation,52.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.24,Cargo handling,52.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.29,Other transportation support activities,52.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.21/1,Operation of rail freight terminals,52.21
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.21/2,Operation of rail passenger facilities at railway stations,52.21
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.21/3,Operation of bus and coach passenger facilities at bus and coach stations,52.21
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.21/9,"Other service activities incidental to land transportation, n.e.c. (not including operation of rail freight terminals, passenger facilities at railway stations or passenger facilities at bus and coach stations)",52.21
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.24/1,Cargo handling for water transport activities of division 50,52.24
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.24/2,Cargo handling for air transport activities of division 51,52.24
f012ff16-4616-43c3-be3c-c29b27d4bb88,52.24/3,Cargo handling for land transport activities of division 49,52.24
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.1,Postal activities under universal service obligation,53
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.2,Other postal and courier activities,53
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.10,Postal activities under universal service obligation,53.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.20/1,Licensed Carriers,53.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.20/2,Unlicensed Carriers,53.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,53.20,Other postal and courier activities,53.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.1,Hotels and similar accommodation,55
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.2,Holiday and other short-stay accommodation,55
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.3,"Camping grounds, recreational vehicle parks and trailer parks",55
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.9,Other accommodation,55
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.10,Hotels and similar accommodation,55.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.20/1,Holiday centres and villages,55.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.20/2,Youth hostels,55.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.20/9,Other holiday and other short-stay accommodation (not including holiday centres and villages or youth hostels) n.e.c.,55.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.20,Holiday and other short-stay accommodation,55.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.30,"Camping grounds, recreational vehicle parks and trailer parks",55.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,55.90,Other accommodation,55.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.1,Restaurants and mobile food service activities,56
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.2,Event catering and other food service activities,56
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.3,Beverage serving activities,56
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.10/1,Licensed restaurants,56.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.10/2,Unlicensed restaurants and cafes,56.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.10/3,Take away food shops and mobile food stands,56.10
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.10,Restaurants and mobile food service activities,56.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.21,Event catering activities,56.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.29,Other food service activities,56.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.30/1,Licensed clubs,56.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.30/2,Public houses and bars,56.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,56.30,Beverage serving activities,56.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.1,"Publishing of books, periodicals and other publishing activities",58
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.2,Software publishing,58
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.11,Book publishing,58.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.12,Publishing of directories and mailing lists,58.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.13,Publishing of newspapers,58.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.14,Publishing of journals and periodicals,58.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.19,Other publishing activities,58.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.14/1,Publishing of learned journals,58.14
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.14/2,"Publishing of consumer, business and professional journals and periodicals",58.14
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.21,Publishing of computer games,58.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,58.29,Other software publishing,58.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.1,"Motion picture, video and television programme activities",59
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.2,Sound recording and music publishing activities,59
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.11,"Motion picture, video and television programme production activities",59.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.12,"Motion picture, video and television programme post-production activities",59.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.13,"Motion picture, video and television programme distribution activities",59.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.14,Motion picture projection activities,59.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.11/1,Motion picture production activities,59.11
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.11/2,Video production activities,59.11
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.11/3,Television programme production activities,59.11
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.13/1,Motion picture distribution activities,59.13
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.13/2,Video distribution activities,59.13
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.13/3,Television programme distribution activities,59.13
f012ff16-4616-43c3-be3c-c29b27d4bb88,59.20,Sound recording and music publishing activities,59.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,60.1,Radio broadcasting,60
f012ff16-4616-43c3-be3c-c29b27d4bb88,60.2,Television programming and broadcasting activities,60
f012ff16-4616-43c3-be3c-c29b27d4bb88,60.10,Radio broadcasting,60.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,60.20,Television programming and broadcasting activities,60.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.1,Wired telecommunications activities,61
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.2,Wireless telecommunications activities,61
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.3,Satellite telecommunications activities,61
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.9,Other telecommunications activities,61
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.10,Wired telecommunications activities,61.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.20,Wireless telecommunications activities,61.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.30,Satellite telecommunications activities,61.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,61.90,Other telecommunications activities,61.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.01,Computer programming activities,62.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.02,Computer consultancy activities,62.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.03,Computer facilities management activities,62.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.09,Other information technology and computer service activities,62.0
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.0,"Computer programming, consultancy and related activities",62
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.01/1,Ready-made interactive leisure and entertainment software development,62.01
f012ff16-4616-43c3-be3c-c29b27d4bb88,62.01/2,Business and domestic software development,62.01
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.1,"Data processing, hosting and related activities; web portals",63
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.9,Other information service activities,63
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.11,"Data processing, hosting and related activities",63.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.12,Web portals,63.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.91,News agency activities,63.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,63.99,Other information service activities n.e.c.,63.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.1,Monetary intermediation,64
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.2,Activities of holding companies,64
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.3,"Trusts, funds and similar financial entities",64
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.9,"Other financial service activities, except insurance and pension funding",64
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.11,Central banking,64.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.19,Other monetary intermediation,64.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.19/1,Banks,64.19
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.19/2,Building societies,64.19
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/1,Activities of agricultural holding companies,64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/2,Activities of production holding companies,64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/3,Activities of construction holding companies,64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/4,Activities of distribution holding companies,64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/5,Activities of financial services holding companies,64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20/9,"Activities of other holding companies (not including agricultural, production, construction, distribution and financial services holding companies) n.e.c.",64.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.20,Activities of holding companies,64.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/1,Activities of investment trusts,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/2,Activities of unit trusts,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/3,Activities of venture and development capital companies,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/4,Activities of open-ended investment companies,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/5,Activities of property unit trusts,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30/6,Activities of real estate investment trusts,64.30
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.30,"Trusts, funds and similar financial entities",64.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.91,Financial leasing,64.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.92,Other credit granting,64.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.99,"Other financial service activities, except insurance and pension funding, n.e.c.",64.9
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.92/1,Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors,64.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.92/2,Activities of mortgage finance companies,64.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.92/9,Other credit granting (not including credit granting by non-deposit taking finance houses and other specialist consumer credit grantors and activities of mortgage finance companies) n.e.c.,64.92
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.99/1,Security dealing on own account,64.99
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.99/2,Factoring,64.99
f012ff16-4616-43c3-be3c-c29b27d4bb88,64.99/9,"Other financial service activities, except insurance and pension funding, (not including security dealing on own account and factoring) n.e.c.",64.99
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.1,Insurance,65
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.2,Reinsurance,65
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.3,Pension funding,65
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.11,Life insurance,65.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.12,Non-life insurance,65.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.20/1,Life reinsurance,65.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.20/2,Non-life reinsurance,65.20
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.20,Reinsurance,65.2
f012ff16-4616-43c3-be3c-c29b27d4bb88,65.30,Pension funding,65.3
f012ff16-4616-43c3-be3c-c29b27d4bb88,66.1,"Activities auxiliary to financial services, except insurance and pension funding",66
f012ff16-4616-43c3-be3c-c29b27d4bb88,66.2,Activities auxiliary to insurance and pension funding,66
f012ff16-4616-43c3-be3c-c29b27d4bb88,66.3,Fund management activities,66
f012ff16-4616-43c3-be3c-c29b27d4bb88,66.11,Administration of financial markets,66.1
f012ff16-4616-43c3-be3c-c29b27d4bb88,66.12,Security and commodity contracts brokerage,66.1
