code,label,parent
E30000263,Sidmouth,E12000009
E30000264,Skegness and Louth,E12000004
E30000266,Slough and Heathrow,E12000008
E30000267,Southampton,E12000008
E30000268,Southend,E12000006
E30000270,St Austell and Newquay,E12000009
E30000271,Stafford,E12000005
E30000272,Stevenage and Welwyn Garden City,E12000006
E30000273,Stoke-on-Trent,E12000005
E30000274,Street and Wells,E12000009
E30000275,Sunderland,E12000001
E30000276,Swindon,E12000009
E30000277,Taunton,E12000009
E30000278,Telford,E12000005
E30000279,Torquay and Paignton,E12000009
E30000280,Trowbridge,E12000009
E30000281,Tunbridge Wells,E12000008
E30000282,Wadebridge,E12000009
E30000283,Wakefield and Castleford,E12000003
E30000284,Warrington and Wigan,E12000002
E30000285,Weston-super-Mare,E12000009
E30000286,Whitehaven,E12000002
E30000287,Wisbech,E12000006
E30000288,Wolverhampton and Walsall,E12000005
E30000289,Worcester and Kidderminster,E12000005
E30000290,Workington,E12000002
E30000291,Worksop and Retford,E12000004
E30000292,Worthing,E12000008
E30000293,Yeovil,E12000009
E30000294,York,E12000003
K01000005,Cinderford and Ross-on-Wye,W92000004
K01000009,Berwick,E12000001
K01000010,Carlisle,E12000002
K01000011,Chester,W92000004
K01000013,Newport,W92000004
K01000014,Oswestry,W92000004
N12000001,Ballymena,N92000002
N12000002,Belfast,N92000002
N12000003,Coleraine,N92000002
N12000004,Cookstown and Magherafelt,N92000002
N12000005,Craigavon,N92000002
N12000006,Derry,N92000002
N12000007,Dungannon,N92000002
N12000008,Enniskillen,N92000002
N12000009,Newry and Banbridge,N92000002
N12000010,Omagh and Strabane,N92000002
S22000005,Campbeltown,S92000003
S22000013,Western Isles,S92000003
S22000032,Mull and Islay,S92000003
S22000035,Orkney Islands,S92000003
S22000039,Shetland Islands,S92000003
S22000047,Aberdeen,S92000003
S22000048,Alness and Invergordon,S92000003
S22000049,Arbroath and Montrose,S92000003
S22000050,Aviemore and Grantown-on-Spey,S92000003
S22000051,Ayr,S92000003
S22000052,Broadford and Kyle of Lochalsh,S92000003
S22000053,Dalbeattie and Castle Douglas,S92000003
S22000054,Dumbarton and Helensburgh,S92000003
S22000055,Dumfries,S92000003
S22000056,Dundee,S92000003
S22000057,Dunfermline and Kirkcaldy,S92000003
S22000058,Dunoon and Rothesay,S92000003
S22000059,Edinburgh,S92000003
S22000060,Elgin,S92000003
S22000061,Falkirk and Stirling,S92000003
S22000062,Fort William,S92000003
S22000063,Galashiels and Peebles,S92000003
S22000064,Girvan,S92000003
S22000065,Glasgow,S92000003
S22000066,Golspie and Brora,S92000003
S22000067,Hawick and Kelso,S92000003
S22000068,Inverness,S92000003
S22000069,Kilmarnock and Irvine,S92000003
S22000070,Livingston,S92000003
S22000071,Motherwell and Airdrie,S92000003
S22000072,Newton Stewart,S92000003
S22000073,Oban,S92000003
S22000074,Perth,S92000003
S22000075,Peterhead,S92000003
S22000076,Pitlochry and Aberfeldy,S92000003
S22000077,Portree,S92000003
S22000078,St Andrews and Cupar,S92000003
S22000079,Stranraer,S92000003
S22000080,Thurso,S92000003
S22000081,Turriff and Banff,S92000003
S22000082,Ullapool,S92000003
S22000083,Wick,S92000003
S22000084,Fraserburgh,S92000003
S22000085,Greenock,S92000003
S22000086,Lochgilphead,S92000003
W22000003,Bridgend,W92000004
W22000009,Haverfordwest and Milford Haven,W92000004
W22000011,Llandrindod Wells and Builth Wells,W92000004
W22000015,Newtown and Welshpool,W92000004
W22000016,Pembroke and Tenby,W92000004
W22000021,Aberystwyth,W92000004
W22000022,Bangor and Holyhead,W92000004
W22000023,Brecon,W92000004
W22000024,Cardiff,W92000004
W22000025,Cardigan,W92000004
W22000026,Colwyn Bay,W92000004
W22000028,Llanelli,W92000004
W22000029,Merthyr Tydfil,W92000004
W22000030,Pwllheli and Porthmadog,W92000004
W22000031,Rhyl,W92000004
W22000032,Swansea,W92000004
W22000033,Tywyn and Dolgellau,W92000004
W22000034,Wrexham,W92000004
E12000003,Yorkshire and The Humber,E92000001
E12000009,South West,E92000001
E12000004,East Midlands,E92000001
E12000008,South East,E92000001
E12000001,North East,E92000001
E12000002,North West,E92000001
E12000006,East of England,E92000001
E12000005,West Midlands,E92000001
E12000007,London,E92000001
W92000004,Wales,K04000001
S92000003,Scotland,K03000001
N92000002,Northern Ireland,K02000001
E92000001,England,K04000001
K04000001,England and Wales,K03000001
K03000001,Great Britain,K02000001
K02000001,United Kingdom,
